file,venue,class3,inside
2_playing/clip_cb_1788518736613_t007700.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518736613_t009833.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518736613_t011966.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518742645_t001200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518742645_t003133.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518742645_t005066.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518742645_t007000.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,7
2_playing/clip_cb_1788518742645_t008933.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,7
2_playing/clip_cb_1788518742645_t010866.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518748061_t001200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518748061_t003166.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518748061_t005133.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518748061_t007100.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
